iter	Logloss
127	0.2963696169
128	0.2961342079
129	0.2959541149
130	0.2954533197
131	0.2953043137
132	0.2951827687
133	0.2950083891
134	0.2948404009
135	0.2947261852
136	0.2943640446
137	0.2942725827
138	0.2941237154
139	0.2939428399
140	0.2935820898
141	0.2934677885
142	0.2932396025
143	0.2930403443
144	0.2927465185
145	0.2923878754
146	0.2922520059
147	0.292136886
148	0.2919692648
149	0.2918429592
150	0.2916943517
151	0.2913568689
152	0.2912108963
153	0.2910428201
154	0.2909146193
155	0.290705664
156	0.2905843712
157	0.2904452139
158	0.2903630693
159	0.2901864464
160	0.2900818617
161	0.2897007357
162	0.2895340989
163	0.2893738105
164	0.2892452065
165	0.2891277584
166	0.2890247779
167	0.2888981376
168	0.2887169192
169	0.2885865232
170	0.2880681988
171	0.2879266834
172	0.2877809431
173	0.2876158418
174	0.2875027499
175	0.2873874957
176	0.2872945095
177	0.2871251045
178	0.2870140614
179	0.2869081427
180	0.2865442297
181	0.2862345936
182	0.2861543842
183	0.2859750461
184	0.2858967339
185	0.2857974905
186	0.2857376772
187	0.2856535058
188	0.2855483238
189	0.2854105775
190	0.2853008037
191	0.2851593443
192	0.285030078
193	0.2849061581
194	0.2847789786
195	0.2846355553
196	0.2845367829
197	0.2844464167
198	0.2843381686
199	0.2841488156
200	0.284008787
201	0.2835304199
202	0.2833845653
203	0.2832831519
204	0.2831477333
205	0.2830269377
206	0.2829314822
207	0.2828346465
208	0.2825683821
209	0.2824574649
210	0.2822778524
211	0.2821915334
212	0.2818734247
213	0.2816704472
214	0.2815419013
215	0.2814028334
216	0.2812545512
217	0.2811163272
218	0.2810177261
219	0.2809253589
220	0.280858843
221	0.2807638281
222	0.2806715072
223	0.2805963755
224	0.2803622723
225	0.2801398616
226	0.2799870989
227	0.2799274931
228	0.279854982
229	0.2797675291
230	0.2796829221
231	0.2795699098
232	0.2794825595
233	0.2793967786
234	0.2792899412
235	0.2791856982
236	0.279082862
237	0.2790035473
238	0.2788841858
239	0.2787560215
240	0.2786476877
241	0.2785174664
242	0.2783761429
243	0.2781621292
244	0.2780782634
245	0.2779704314
246	0.2779081595
247	0.2778423275
248	0.2777269755
249	0.2776112633
250	0.2775283099
251	0.2774590183
252	0.2773902963
253	0.2773147033
254	0.2771467287
255	0.276910613
256	0.2768302588
257	0.2767079869
258	0.2766919927
259	0.2766207209
260	0.2764970208
261	0.2764035115
262	0.276315491
263	0.2762222924
264	0.2761082176
265	0.275860482
266	0.2757890183
267	0.2755566267
268	0.2754804425
269	0.2753662991
270	0.2752997708
271	0.2751831861
272	0.275015892
273	0.274950523
274	0.2748122597
275	0.2746988343
276	0.2744857325
277	0.2744229276
278	0.2743405769
279	0.2742413766
280	0.2741324576
281	0.2740673058
282	0.2738345591
283	0.2737524492
284	0.2736607002
285	0.2735744784
286	0.2733782182
287	0.2732906268
288	0.2731286318
289	0.2730606751
290	0.2728456364
291	0.272769335
292	0.2727125474
293	0.2725002085
294	0.272424165
295	0.2723374073
296	0.2722402214
297	0.2721507586
298	0.2720633581
299	0.2719608781
300	0.2716005711
301	0.2715056931
302	0.2714255792
303	0.2712318471
304	0.2711337893
305	0.2710307293
306	0.2709767888
307	0.2708883074
308	0.2707922612
309	0.2706832573
310	0.2706172347
311	0.2705298664
312	0.2704304588
313	0.2702278934
314	0.2699957081
315	0.2699272911
316	0.2698305741
317	0.2697721962
318	0.2696755881
319	0.269550692
320	0.2694568509
321	0.2693832048
322	0.2692990777
323	0.2692272745
324	0.2689837757
325	0.2689187349
326	0.268801071
327	0.2687025034
328	0.2683842405
329	0.2683212096
330	0.2682294456
331	0.2679739563
332	0.2679137258
333	0.2678569709
334	0.267784331
335	0.2677296737
336	0.2676476874
337	0.2675439875
338	0.2673678347
339	0.2671416632
340	0.2670840706
341	0.267012595
342	0.2669415502
343	0.2668475425
344	0.2667481044
345	0.2666511672
346	0.2665752724
347	0.2664789778
348	0.2663762449
349	0.2662076009
350	0.266141303
351	0.2660757703
352	0.2660030707
353	0.2659188453
354	0.2658178662
355	0.2657382834
356	0.2656678763
357	0.2656009507
358	0.2655510578
359	0.2654571033
360	0.2653820789
361	0.2653009815
362	0.2652070646
363	0.2651226287
364	0.2650318402
365	0.2649807836
366	0.2646786251
367	0.2646098035
368	0.2644304879
369	0.2643635668
370	0.2642802747
371	0.2642267444
372	0.2641422822
373	0.2640555539
374	0.263858453
375	0.2637797552
376	0.2636508438
377	0.2636047706
378	0.263445432
379	0.2633674658
380	0.2633040852
381	0.2632356025
382	0.263123209
383	0.2630740149
384	0.2629914421
385	0.2629157412
386	0.2628599528
387	0.2626887981
388	0.2626491303
389	0.2625833623
390	0.2624850374
391	0.2624233272
392	0.2623463017
393	0.2622310924
394	0.2621682976
395	0.2620809532
396	0.2620136924
397	0.2619512167
398	0.2619019234
399	0.2618370006
400	0.2617900559
401	0.2617391059
402	0.2615749759
403	0.2615191035
404	0.2614498755
405	0.2613612444
406	0.2612795162
407	0.2612202064
408	0.2611639411
409	0.2610852451
410	0.2609101391
411	0.2607323247
412	0.2606806774
413	0.2606032756
414	0.2604520188
415	0.2603807891
416	0.2603232027
417	0.2602753396
418	0.2601922316
419	0.2601283108
420	0.2599380882
421	0.2598621581
422	0.2598070099
423	0.2597651266
424	0.2597120556
425	0.2596411874
426	0.2595692503
427	0.2595123678
428	0.2594423626
429	0.2593822309
430	0.2593327426
431	0.2592507526
432	0.2591728944
433	0.2591051295
434	0.258936112
435	0.2588856924
436	0.2587907078
437	0.2587537778
438	0.2586799913
439	0.2586387445
440	0.2585969793
441	0.2585493895
442	0.2584978166
443	0.2584260791
444	0.2583495313
445	0.2582996872
446	0.2581389781
447	0.2580952663
448	0.2580044872
449	0.2579286279
450	0.2578878783
451	0.2578455106
452	0.2577818606
453	0.257747315
454	0.2576865354
455	0.257621748
456	0.2575699382
457	0.2575192948
458	0.2574302181
459	0.2573162311
460	0.257161743
461	0.2571016516
462	0.2570514429
463	0.2570050389
464	0.2569724449
465	0.2569101103
466	0.2568425696
467	0.2567283176
468	0.2565986322
469	0.2564468975
470	0.2563957503
471	0.256344448
472	0.25621036
473	0.2561059461
474	0.2560228074
475	0.2559780912
476	0.2559161889
477	0.255878111
478	0.255834892
479	0.2557235134
480	0.2556807443
481	0.2556118561
482	0.2555016596
483	0.2554419988
484	0.2553901043
485	0.2553049385
486	0.2552580543
487	0.2551830039
488	0.2550257104
489	0.2549265527
490	0.2548307131
491	0.2547898598
492	0.2547231072
493	0.2546519091
494	0.2546302127
495	0.2545954116
496	0.2544932657
497	0.2544302729
498	0.2543699588
499	0.2543124783
500	0.2542652432
501	0.2542302154
502	0.2541792897
503	0.254099236
504	0.2540581794
505	0.2539711234
506	0.2539277319
507	0.2538501503
508	0.2537945274
509	0.2537547337
510	0.2537200037
511	0.2535499576
512	0.2534997213
513	0.2534323138
514	0.2533672474
515	0.2533056516
516	0.2532356565
517	0.2531781234
518	0.253144445
519	0.2530973815
520	0.2530667384
521	0.2530137254
522	0.2529666867
523	0.2529260618
524	0.2528280708
525	0.2527777796
526	0.2527358198
527	0.2526923004
528	0.2526539558
529	0.2526088352
530	0.252522633
531	0.2524652197
532	0.2524161788
533	0.2523566913
534	0.2523143228
535	0.2522900125
536	0.2521272102
537	0.2520790423
538	0.251991563
539	0.2519290846
540	0.2518810961
541	0.251823697
542	0.2517722032
543	0.2517254691
544	0.2516334996
545	0.2515833953
546	0.2514933974
547	0.2514185234
548	0.2513085312
549	0.2512693045
550	0.2511972531
551	0.2511222937
552	0.2510936663
553	0.2510279876
554	0.2509375606
555	0.2508833626
556	0.2508340584
557	0.2507984978
558	0.2507432162
559	0.2506801563
560	0.2506394094
561	0.2505731525
562	0.2504779859
563	0.2504211141
564	0.2503687175
565	0.2503002969
566	0.2502408276
567	0.2501916372
568	0.2501535074
569	0.2501181866
570	0.2500546541
571	0.2499667997
572	0.2498365627
573	0.2497966294
574	0.2497066637
575	0.249654851
576	0.2495659688
577	0.2495520934
578	0.2494954229
579	0.2494652675
580	0.2494038942
581	0.2493467892
582	0.2493119104
583	0.2492893979
584	0.2492405447
585	0.2491956502
586	0.249074257
587	0.2490301888
588	0.2489849989
589	0.248941939
590	0.2488946095
591	0.2488213908
592	0.2487782274
593	0.2487566605
594	0.2487268553
595	0.2487047758
596	0.2486294435
597	0.2485720621
598	0.2485345349
599	0.2484684456
600	0.2484126838
601	0.2483946197
602	0.2483223613
603	0.2482684478
604	0.2482281708
605	0.248172418
606	0.2481175597
607	0.2480388317
608	0.2479983939
609	0.2479393913
610	0.2479071768
611	0.247790466
612	0.2477488843
613	0.2477106571
614	0.2476834629
615	0.247628274
616	0.2475851573
617	0.2475453286
618	0.2475247697
619	0.2474019027
620	0.247335191
621	0.2472447657
622	0.2471612091
623	0.2471443989
624	0.2471023802
625	0.2469895513
626	0.2469398638
627	0.2469051792
628	0.2468611175
629	0.2468166555
630	0.2467583294
631	0.2467080077
632	0.2466560298
633	0.2466196182
634	0.2465822857
635	0.2465107543
636	0.2464575163
637	0.2464053204
638	0.2462951902
639	0.2462512436
640	0.2461832037
641	0.2461419923
642	0.2460760836
643	0.2460276545
644	0.2459933066
645	0.2459593299
646	0.2459073896
647	0.2458456815
648	0.2457842382
649	0.2457387937
650	0.2457001596
651	0.2456825708
652	0.2456186419
653	0.2455583838
654	0.2455323919
655	0.2454912451
656	0.2454537732
657	0.2454289984
658	0.2453777406
659	0.2453214268
660	0.2452933822
661	0.2452618683
662	0.2452274384
663	0.2451566639
664	0.2450872166
665	0.2450727843
666	0.2450381405
667	0.2449549377
668	0.2449129102
669	0.2448541952
670	0.2448139236
671	0.2447796175
672	0.2447045925
673	0.2446598792
674	0.2446325418
675	0.2445863427
676	0.2444897808
677	0.2444584102
678	0.2444373729
679	0.2443968524
680	0.2443421982
681	0.2442961568
682	0.2442817412
683	0.2442331762
684	0.2442126063
685	0.2441629749
686	0.2441082412
687	0.2440799827
688	0.244036103
689	0.2439743103
690	0.2439517422
691	0.2438744191
692	0.243809609
693	0.2437526292
694	0.243714191
695	0.2436691787
696	0.2435943778
697	0.2435586272
698	0.2435241596
699	0.2434829128
700	0.2434253401
701	0.2433989589
702	0.2433611308
703	0.24334235
704	0.2433248469
705	0.2432754176
706	0.2432361876
707	0.2431678973
708	0.2431433854
709	0.2430779295
710	0.2430448222
711	0.2430104703
712	0.242970313
713	0.2429395269
714	0.2428602332
715	0.2427972464
716	0.2427670808
717	0.2427214868
718	0.2426980206
719	0.2426781755
720	0.2426311824
721	0.2426026126
722	0.2425522565
723	0.2425124051
724	0.2424905995
725	0.2424550133
726	0.2424269193
727	0.2423445705
728	0.2423120059
729	0.2422870016
730	0.2422519137
731	0.24221228
732	0.2421684002
733	0.2421387397
734	0.2421037576
735	0.2420545915
736	0.2420152326
737	0.2419777097
738	0.2419361197
739	0.2419046567
740	0.2418802782
741	0.2418291081
742	0.2417830915
743	0.2417532936
744	0.2417171518
745	0.2416589198
746	0.2415844035
747	0.2415359438
748	0.2415177157
749	0.2414677758
750	0.2414260903
751	0.2413854267
752	0.2413342862
753	0.2412786632
754	0.2412466313
755	0.2412177179
756	0.241177593
757	0.2411456707
758	0.2411193903
759	0.2410737073
760	0.2410423845
761	0.2409888422
762	0.2409467321
763	0.2409085887
764	0.2408729997
765	0.2408307851
766	0.2407721974
767	0.2407115904
768	0.2406826082
769	0.2406310185
770	0.2405929872
771	0.2405633294
772	0.2405227501
773	0.2405014466
774	0.2404668477
775	0.2404233196
776	0.2404026034
777	0.2403890147
778	0.2403628225
779	0.2403054174
780	0.2402602589
781	0.240229054
782	0.240174262
783	0.2401087296
784	0.2400679453
785	0.240027284
786	0.2400088997
787	0.2399722486
788	0.2399196528
789	0.2398579139
790	0.2398321545
791	0.2397803641
792	0.2397526583
793	0.2397043477
794	0.2396512323
795	0.2396084932
796	0.2395508352
797	0.2395259801
798	0.2395060153
799	0.2394605515
800	0.2394408966
801	0.239409991
802	0.2393782269
803	0.2393399878
804	0.2393083715
805	0.239270576
806	0.2392611192
807	0.2392151162
808	0.239178648
809	0.239154265
810	0.2391265155
811	0.2390911028
812	0.239048749
813	0.2390257528
814	0.2389995987
815	0.2389847
816	0.2389410231
817	0.2388937586
818	0.2388700678
819	0.23885437
820	0.2388361581
821	0.2387932937
822	0.2387484809
823	0.238697837
824	0.2386712167
825	0.2386412404
826	0.2386099644
827	0.2385769225
828	0.2385356994
829	0.2384875891
830	0.23844596
831	0.2384234644
832	0.2383847319
833	0.2383556736
834	0.2383211208
835	0.238272102
836	0.2382348068
837	0.2381967602
838	0.2381727889
839	0.238145772
840	0.2381369376
841	0.2380747188
842	0.238048454
843	0.2380386295
844	0.2379734191
845	0.2379375575
846	0.2379081097
847	0.2378793277
848	0.2378421764
849	0.2378133814
850	0.2377875316
851	0.2377606371
852	0.2377451506
853	0.2376935035
854	0.2376503271
855	0.2376081892
856	0.2375765886
857	0.2375479728
858	0.2375255172
859	0.2374878323
860	0.2374555425
861	0.2374449943
862	0.2374120645
863	0.2373868003
864	0.2373389509
865	0.2372670541
866	0.2372440593
867	0.2372140701
868	0.2371637379
869	0.2371308166
870	0.2371129378
871	0.237066898
872	0.2370261626
873	0.236981013
874	0.236931147
875	0.236903781
876	0.2368660507
877	0.2368294409
878	0.2367802797
879	0.2367559398
880	0.2367221309
881	0.2366907165
882	0.2366826899
883	0.2366474399
884	0.23660472
885	0.2365958911
886	0.2365709076
887	0.236544069
888	0.2364993298
889	0.2364770024
890	0.2364514166
891	0.2364300785
892	0.2363795719
893	0.2363543268
894	0.2363203839
895	0.2362896285
896	0.2362749745
897	0.236244505
898	0.2362338198
899	0.2362197825
900	0.2361846283
901	0.2361272815
902	0.2360886021
903	0.2360583789
904	0.2360048771
905	0.2359869026
906	0.2359463394
907	0.2359188559
908	0.2358965105
909	0.2358618577
910	0.2358470082
911	0.2358336087
912	0.2357864834
913	0.2357725062
914	0.2357554938
915	0.235737446
916	0.2357268623
917	0.2357005531
918	0.2356597374
919	0.2356289276
920	0.2356157725
921	0.2355485111
922	0.2354696022
923	0.2354556285
924	0.2354397635
925	0.2354149845
926	0.2353772011
927	0.2353436969
928	0.235312148
929	0.2352843879
930	0.2352548217
931	0.2352315107
932	0.2352092224
933	0.235196737
934	0.2351575945
935	0.2351165126
936	0.2351085474
937	0.2350794047
938	0.2350620195
939	0.2350214829
940	0.2349990014
941	0.2349537425
942	0.2349300233
943	0.2348904012
944	0.2348569048
945	0.234825512
946	0.2348044886
947	0.2347722043
948	0.2347378611
949	0.2347258466
950	0.2346482405
951	0.2346290355
952	0.2345902339
953	0.2345416409
954	0.2345077782
955	0.234472659
956	0.2344563942
957	0.2344452187
958	0.2344151236
959	0.2343994085
960	0.2343789995
961	0.2343476319
962	0.2343253382
963	0.2343086156
964	0.2342726559
965	0.234235776
966	0.2342239069
967	0.234215156
968	0.2341912053
969	0.2341718773
970	0.23414713
971	0.2341222252
972	0.234071271
973	0.2340400431
974	0.2340138409
975	0.2339939491
976	0.2339714492
977	0.2339394525
978	0.2339109403
979	0.2338845973
980	0.2338561271
981	0.2338376409
982	0.2337912245
983	0.233752192
984	0.2337160338
985	0.2336964645
986	0.2336444682
987	0.2335827574
988	0.2335398695
989	0.2334893747
990	0.2334623316
991	0.2334402683
992	0.2334017891
993	0.2333613706
994	0.2333217866
995	0.2333050978
996	0.2332712081
997	0.2332424675
998	0.2331951737
999	0.2331477464
